"Locatie";"Tagnaam";"Datum";"Tijd (Europe/Amsterdam)";"Waarde";"Valid flag"
"DYLP029A";"N1_mwf";"2017-03-20";"05:00:00";"2676,9";""
"DYLP029A";"N1_mwf";"2017-03-20";"06:00:00";"2677,6";""
"DYLP029A";"N1_mwf";"2017-03-20";"07:00:00";"2676,9";""
"DYLP029A";"N1_mwf";"2017-03-20";"08:00:00";"2676,7";""
"DYLP029A";"N1_mwf";"2017-03-20";"09:00:00";"2674,7";""
"DYLP029A";"N1_mwf";"2017-03-20";"10:00:00";"2669,7";""
"DYLP029A";"N1_mwf";"2017-03-20";"11:00:00";"2661";""
"DYLP029A";"N1_mwf";"2017-03-20";"12:00:00";"2660,2";""
"DYLP029A";"N1_mwf";"2017-03-20";"13:00:00";"2660,5";""
"DYLP029A";"N1_mwf";"2017-03-20";"14:00:00";"2660,8";""
"DYLP029A";"N1_mwf";"2017-03-20";"17:00:00";"2667,4";""
"DYLP029A";"N1_mwf";"2017-03-20";"20:00:00";"2669,3";""
"DYLP029A";"N1_mwf";"2017-03-20";"23:00:00";"2671,7";""
"DYLP029A";"N1_mwf";"2017-03-21";"02:00:00";"2673,6";""
"DYLP029A";"N1_mwf";"2017-03-21";"05:00:00";"2676,9";""
"DYLP029A";"N1_mwf";"2017-03-21";"07:00:00";"2680,4";""
"DYLP029A";"N1_mwf";"2017-03-21";"08:00:00";"2682";""
"DYLP029A";"N1_mwf";"2017-03-21";"09:00:00";"2680,9";""
"DYLP029A";"N1_mwf";"2017-03-21";"10:00:00";"2678,3";""
"DYLP029A";"N1_mwf";"2017-03-21";"11:00:00";"2667,5";""
"DYLP029A";"N1_mwf";"2017-03-21";"12:00:00";"2650,3";""
"DYLP029A";"N1_mwf";"2017-03-21";"13:00:00";"2645,4";""
"DYLP029A";"N1_mwf";"2017-03-21";"14:00:00";"2651,6";""
"DYLP029A";"N1_mwf";"2017-03-21";"17:00:00";"2662,7";""
"DYLP029A";"N1_mwf";"2017-03-21";"20:00:00";"2697";""
"DYLP029A";"N1_mwf";"2017-03-21";"23:00:00";"2719,5";""
"DYLP029A";"N1_mwf";"2017-03-22";"00:00:00";"2721,7";""
"DYLP029A";"N1_mwf";"2017-03-22";"01:00:00";"2724,7";""
"DYLP029A";"N1_mwf";"2017-03-22";"02:00:00";"2728,7";""
"DYLP029A";"N1_mwf";"2017-03-22";"03:00:00";"2730";""
"DYLP029A";"N1_mwf";"2017-03-22";"04:00:00";"2732,4";""
"DYLP029A";"N1_mwf";"2017-03-22";"05:00:00";"2732,9";""
"DYLP029A";"N1_mwf";"2017-03-22";"06:00:00";"2733,5";""
"DYLP029A";"N1_mwf";"2017-03-22";"07:00:00";"2733,8";""
"DYLP029A";"N1_mwf";"2017-03-22";"08:00:00";"2731,2";""
"DYLP029A";"N1_mwf";"2017-03-22";"09:00:00";"2716,5";""
"DYLP029A";"N1_mwf";"2017-03-22";"10:00:00";"2689,7";""
"DYLP029A";"N1_mwf";"2017-03-22";"11:00:00";"2651,5";""
"DYLP029A";"N1_mwf";"2017-03-22";"12:00:00";"2651,3";""
"DYLP029A";"N1_mwf";"2017-03-22";"13:00:00";"2647,8";""
"DYLP029A";"N1_mwf";"2017-03-22";"14:00:00";"2649,2";""
"DYLP029A";"N1_mwf";"2017-03-22";"17:00:00";"2661";""
"DYLP029A";"N1_mwf";"2017-03-22";"20:00:00";"2678,6";""
"DYLP029A";"N1_mwf";"2017-03-22";"23:00:00";"2697,8";""
"DYLP029A";"N1_mwf";"2017-03-23";"00:00:00";"2697,6";""
"DYLP029A";"N1_mwf";"2017-03-23";"01:00:00";"2698,3";""
"DYLP029A";"N1_mwf";"2017-03-23";"02:00:00";"2702";""
"DYLP029A";"N1_mwf";"2017-03-23";"03:00:00";"2709,7";""
"DYLP029A";"N1_mwf";"2017-03-23";"04:00:00";"2716";""
"DYLP029A";"N1_mwf";"2017-03-23";"05:00:00";"2719,6";""
"DYLP029A";"N1_mwf";"2017-03-23";"06:00:00";"2724,4";""
"DYLP029A";"N1_mwf";"2017-03-23";"07:00:00";"2725,5";""
"DYLP029A";"N1_mwf";"2017-03-23";"08:00:00";"2721,8";""
"DYLP029A";"N1_mwf";"2017-03-23";"09:00:00";"2704,7";""
"DYLP029A";"N1_mwf";"2017-03-23";"10:00:00";"2682,4";""
"DYLP029A";"N1_mwf";"2017-03-23";"11:00:00";"2663,2";""
"DYLP029A";"N1_mwf";"2017-03-23";"12:00:00";"2640,4";""
"DYLP029A";"N1_mwf";"2017-03-23";"13:00:00";"2628,2";""
"DYLP029A";"N1_mwf";"2017-03-23";"14:00:00";"2629,7";""
"DYLP029A";"N1_mwf";"2017-03-23";"17:00:00";"2628,5";""
"DYLP029A";"N1_mwf";"2017-03-23";"20:00:00";"2669,6";""
"DYLP029A";"N1_mwf";"2017-03-23";"23:00:00";"2689,1";""
"DYLP029A";"N1_mwf";"2017-03-24";"02:00:00";"2700";""
"DYLP029A";"N1_mwf";"2017-03-24";"05:00:00";"2706,5";""
"DYLP029A";"N1_mwf";"2017-03-24";"07:00:00";"2711,2";""
"DYLP029A";"N1_mwf";"2017-03-24";"08:00:00";"2711,1";""
"DYLP029A";"N1_mwf";"2017-03-24";"09:00:00";"2708,7";""
"DYLP029A";"N1_mwf";"2017-03-24";"10:00:00";"2700,2";""
"DYLP029A";"N1_mwf";"2017-03-24";"11:00:00";"2689,8";""
"DYLP029A";"N1_mwf";"2017-03-24";"12:00:00";"2682,8";""
"DYLP029A";"N1_mwf";"2017-03-24";"13:00:00";"2665,7";""
"DYLP029A";"N1_mwf";"2017-03-24";"14:00:00";"2655";""
"DYLP029A";"N1_mwf";"2017-03-24";"15:00:00";"2649,2";""
"DYLP029A";"N1_mwf";"2017-03-24";"16:00:00";"2644,2";""
"DYLP029A";"N1_mwf";"2017-03-24";"17:00:00";"2652,4";""
"DYLP029A";"N1_mwf";"2017-03-24";"18:00:00";"2657,5";""
"DYLP029A";"N1_mwf";"2017-03-24";"19:00:00";"2673,6";""
"DYLP029A";"N1_mwf";"2017-03-24";"20:00:00";"2686";""
"DYLP029A";"N1_mwf";"2017-03-24";"21:00:00";"2697,3";""
"DYLP029A";"N1_mwf";"2017-03-24";"22:00:00";"2710,9";""
"DYLP029A";"N1_mwf";"2017-03-24";"23:00:00";"2715,3";""
"DYLP029A";"N1_mwf";"2017-03-25";"00:00:00";"2715,8";""
"DYLP029A";"N1_mwf";"2017-03-25";"01:00:00";"2718";""
"DYLP029A";"N1_mwf";"2017-03-25";"02:00:00";"2722,8";""
"DYLP029A";"N1_mwf";"2017-03-25";"03:00:00";"2726";""
"DYLP029A";"N1_mwf";"2017-03-25";"04:00:00";"2729,1";""
"DYLP029A";"N1_mwf";"2017-03-25";"05:00:00";"2731,8";""
"DYLP029A";"N1_mwf";"2017-03-25";"06:00:00";"2735,1";""
"DYLP029A";"N1_mwf";"2017-03-25";"07:00:00";"2733,7";""
"DYLP029A";"N1_mwf";"2017-03-25";"08:00:00";"2728,5";""
"DYLP029A";"N1_mwf";"2017-03-25";"09:00:00";"2713";""
"DYLP029A";"N1_mwf";"2017-03-25";"10:00:00";"2691,7";""
"DYLP029A";"N1_mwf";"2017-03-25";"11:00:00";"2673,2";""
"DYLP029A";"N1_mwf";"2017-03-25";"12:00:00";"2656,1";""
"DYLP029A";"N1_mwf";"2017-03-25";"13:00:00";"2641,2";""
"DYLP029A";"N1_mwf";"2017-03-25";"14:00:00";"2637,2";""
"DYLP029A";"N1_mwf";"2017-03-25";"17:00:00";"2639,9";""
"DYLP029A";"N1_mwf";"2017-03-25";"20:00:00";"2676";""
"DYLP029A";"N1_mwf";"2017-03-25";"23:00:00";"2696,5";""
"DYLP029A";"N1_mwf";"2017-03-26";"00:00:00";"2702,2";""
"DYLP029A";"N1_mwf";"2017-03-26";"01:00:00";"2707";""
"DYLP029A";"N1_mwf";"2017-03-26";"03:00:00";"2707,8";""
"DYLP029A";"N1_mwf";"2017-03-26";"04:00:00";"2708,9";""
"DYLP029A";"N1_mwf";"2017-03-26";"05:00:00";"2712,1";""
"DYLP029A";"N1_mwf";"2017-03-26";"06:00:00";"2712,6";""
"DYLP029A";"N1_mwf";"2017-03-26";"07:00:00";"2717,1";""
"DYLP029A";"N1_mwf";"2017-03-26";"08:00:00";"2720";""
"DYLP029A";"N1_mwf";"2017-03-26";"09:00:00";"2719,2";""
"DYLP029A";"N1_mwf";"2017-03-26";"10:00:00";"2706";""
"DYLP029A";"N1_mwf";"2017-03-26";"11:00:00";"2684,7";""
"DYLP029A";"N1_mwf";"2017-03-26";"12:00:00";"2667,8";""
"DYLP029A";"N1_mwf";"2017-03-26";"13:00:00";"2649,1";""
"DYLP029A";"N1_mwf";"2017-03-26";"14:00:00";"2631,6";""
"DYLP029A";"N1_mwf";"2017-03-26";"15:00:00";"2627,5";""
"DYLP029A";"N1_mwf";"2017-03-26";"18:00:00";"2629,4";""
"DYLP029A";"N1_mwf";"2017-03-26";"21:00:00";"2680,7";""
"DYLP029A";"N1_mwf";"2017-03-27";"00:00:00";"2715,3";""
"DYLP029A";"N1_mwf";"2017-03-27";"01:00:00";"2720,6";""
"DYLP029A";"N1_mwf";"2017-03-27";"02:00:00";"2725,1";""
"DYLP029A";"N1_mwf";"2017-03-27";"03:00:00";"2727,7";""
"DYLP029A";"N1_mwf";"2017-03-27";"04:00:00";"2730,4";""
"DYLP029A";"N1_mwf";"2017-03-27";"05:00:00";"2731,9";""
"DYLP029A";"N1_mwf";"2017-03-27";"06:00:00";"2734,3";""
"DYLP029A";"N1_mwf";"2017-03-27";"07:00:00";"2735,4";""
"DYLP029A";"N1_mwf";"2017-03-27";"08:00:00";"2736,4";""
"DYLP029A";"N1_mwf";"2017-03-27";"09:00:00";"2731,2";""
"DYLP029A";"N1_mwf";"2017-03-27";"10:00:00";"2713";""
"DYLP029A";"N1_mwf";"2017-03-27";"11:00:00";"2683,8";""
"DYLP029A";"N1_mwf";"2017-03-27";"12:00:00";"2660,9";""
"DYLP029A";"N1_mwf";"2017-03-27";"13:00:00";"2638,2";""
"DYLP029A";"N1_mwf";"2017-03-27";"14:00:00";"2616,6";""
"DYLP029A";"N1_mwf";"2017-03-27";"15:00:00";"2611,3";""
"DYLP029A";"N1_mwf";"2017-03-27";"18:00:00";"2615";""
"DYLP029A";"N1_mwf";"2017-03-27";"21:00:00";"2675,7";""
"DYLP029A";"N1_mwf";"2017-03-28";"00:00:00";"2713,7";""
"DYLP029A";"N1_mwf";"2017-03-28";"01:00:00";"2719,5";""
"DYLP029A";"N1_mwf";"2017-03-28";"02:00:00";"2724";""
"DYLP029A";"N1_mwf";"2017-03-28";"03:00:00";"2727";""
"DYLP029A";"N1_mwf";"2017-03-28";"04:00:00";"2729,4";""
"DYLP029A";"N1_mwf";"2017-03-28";"05:00:00";"2731,5";""
"DYLP029A";"N1_mwf";"2017-03-28";"06:00:00";"2732,3";""
"DYLP029A";"N1_mwf";"2017-03-28";"07:00:00";"2733,7";""
"DYLP029A";"N1_mwf";"2017-03-28";"08:00:00";"2734,9";""
"DYLP029A";"N1_mwf";"2017-03-28";"09:00:00";"2728,9";""
"DYLP029A";"N1_mwf";"2017-03-28";"10:00:00";"2710,6";""
"DYLP029A";"N1_mwf";"2017-03-28";"11:00:00";"2679,9";""
"DYLP029A";"N1_mwf";"2017-03-28";"12:00:00";"2652,1";""
"DYLP029A";"N1_mwf";"2017-03-28";"13:00:00";"2626,4";""
"DYLP029A";"N1_mwf";"2017-03-28";"14:00:00";"2605,7";""
"DYLP029A";"N1_mwf";"2017-03-28";"15:00:00";"2604,6";""
"DYLP029A";"N1_mwf";"2017-03-28";"18:00:00";"2623,8";""
"DYLP029A";"N1_mwf";"2017-03-28";"21:00:00";"2662,5";""
"DYLP029A";"N1_mwf";"2017-03-29";"00:00:00";"2700,5";""
"DYLP029A";"N1_mwf";"2017-03-29";"03:00:00";"2717,2";""
"DYLP029A";"N1_mwf";"2017-03-29";"06:00:00";"2723,4";""
"DYLP029A";"N1_mwf";"2017-03-29";"08:00:00";"2711";""
"DYLP029A";"N1_mwf";"2017-03-29";"09:00:00";"2704,3";""
"DYLP029A";"N1_mwf";"2017-03-29";"10:00:00";"2692,8";""
"DYLP029A";"N1_mwf";"2017-03-29";"11:00:00";"2687,8";""
"DYLP029A";"N1_mwf";"2017-03-29";"12:00:00";"2679,6";""
"DYLP029A";"N1_mwf";"2017-03-29";"13:00:00";"2668,7";""
"DYLP029A";"N1_mwf";"2017-03-29";"14:00:00";"2660,4";""
"DYLP029A";"N1_mwf";"2017-03-29";"15:00:00";"2657,5";""
"DYLP029A";"N1_mwf";"2017-03-29";"18:00:00";"2655,4";""
"DYLP029A";"N1_mwf";"2017-03-29";"21:00:00";"2672,7";""
"DYLP029A";"N1_mwf";"2017-03-30";"00:00:00";"2698,7";""
"DYLP029A";"N1_mwf";"2017-03-30";"01:00:00";"2705,3";""
"DYLP029A";"N1_mwf";"2017-03-30";"02:00:00";"2711";""
"DYLP029A";"N1_mwf";"2017-03-30";"03:00:00";"2715";""
"DYLP029A";"N1_mwf";"2017-03-30";"04:00:00";"2718";""
"DYLP029A";"N1_mwf";"2017-03-30";"05:00:00";"2720,1";""
"DYLP029A";"N1_mwf";"2017-03-30";"06:00:00";"2721,6";""
"DYLP029A";"N1_mwf";"2017-03-30";"07:00:00";"2722,5";""
"DYLP029A";"N1_mwf";"2017-03-30";"08:00:00";"2720";""
"DYLP029A";"N1_mwf";"2017-03-30";"09:00:00";"2711,4";""
"DYLP029A";"N1_mwf";"2017-03-30";"10:00:00";"2698,8";""
"DYLP029A";"N1_mwf";"2017-03-30";"11:00:00";"2681,9";""
"DYLP029A";"N1_mwf";"2017-03-30";"12:00:00";"2657,8";""
"DYLP029A";"N1_mwf";"2017-03-30";"13:00:00";"2629,4";""
"DYLP029A";"N1_mwf";"2017-03-30";"14:00:00";"2603,5";""
"DYLP029A";"N1_mwf";"2017-03-30";"15:00:00";"2598,2";""
"DYLP029A";"N1_mwf";"2017-03-30";"18:00:00";"2603,4";""
"DYLP029A";"N1_mwf";"2017-03-30";"21:00:00";"2695,8";""
"DYLP029A";"N1_mwf";"2017-03-31";"00:00:00";"2692,8";""
"DYLP029A";"N1_mwf";"2017-03-31";"03:00:00";"2700,7";""
"DYLP029A";"N1_mwf";"2017-03-31";"04:00:00";"2702,2";""
"DYLP029A";"N1_mwf";"2017-03-31";"05:00:00";"2701,3";""
"DYLP029A";"N1_mwf";"2017-03-31";"06:00:00";"2703,6";""
"DYLP029A";"N1_mwf";"2017-03-31";"07:00:00";"2705,2";""
"DYLP029A";"N1_mwf";"2017-03-31";"08:00:00";"2706,9";""
"DYLP029A";"N1_mwf";"2017-03-31";"09:00:00";"2696,9";""
"DYLP029A";"N1_mwf";"2017-03-31";"10:00:00";"2673";""
"DYLP029A";"N1_mwf";"2017-03-31";"11:00:00";"2651,9";""
"DYLP029A";"N1_mwf";"2017-03-31";"12:00:00";"2632,5";""
"DYLP029A";"N1_mwf";"2017-03-31";"13:00:00";"2612,9";""
"DYLP029A";"N1_mwf";"2017-03-31";"14:00:00";"2600,6";""
"DYLP029A";"N1_mwf";"2017-03-31";"15:00:00";"2612,2";""
"DYLP029A";"N1_mwf";"2017-03-31";"18:00:00";"2629,9";""
"DYLP029A";"N1_mwf";"2017-03-31";"21:00:00";"2655,4";""
"DYLP029A";"N1_mwf";"2017-04-01";"00:00:00";"2682,9";""
"DYLP029A";"N1_mwf";"2017-04-01";"03:00:00";"2698,5";""
"DYLP029A";"N1_mwf";"2017-04-01";"06:00:00";"2697,3";""
"DYLP029A";"N1_mwf";"2017-04-01";"08:00:00";"2690,5";""
"DYLP029A";"N1_mwf";"2017-04-01";"09:00:00";"2681,6";""
"DYLP029A";"N1_mwf";"2017-04-01";"10:00:00";"2683,6";""
"DYLP029A";"N1_mwf";"2017-04-01";"11:00:00";"2679";""
"DYLP029A";"N1_mwf";"2017-04-01";"12:00:00";"2673,6";""
"DYLP029A";"N1_mwf";"2017-04-01";"13:00:00";"2668,2";""
"DYLP029A";"N1_mwf";"2017-04-01";"14:00:00";"2661,2";""
"DYLP029A";"N1_mwf";"2017-04-01";"15:00:00";"2656,5";""
"DYLP029A";"N1_mwf";"2017-04-01";"16:00:00";"2664";""
"DYLP029A";"N1_mwf";"2017-04-01";"17:00:00";"2667,5";""
"DYLP029A";"N1_mwf";"2017-04-01";"18:00:00";"2670,5";""
"DYLP029A";"N1_mwf";"2017-04-01";"19:00:00";"2671";""
"DYLP029A";"N1_mwf";"2017-04-01";"21:00:00";"2681";""
"DYLP029A";"N1_mwf";"2017-04-01";"22:00:00";"2685";""
"DYLP029A";"N1_mwf";"2017-04-01";"23:00:00";"2691,8";""
"DYLP029A";"N1_mwf";"2017-04-02";"00:00:00";"2699,6";""
"DYLP029A";"N1_mwf";"2017-04-02";"01:00:00";"2705,2";""
"DYLP029A";"N1_mwf";"2017-04-02";"02:00:00";"2710,4";""
"DYLP029A";"N1_mwf";"2017-04-02";"03:00:00";"2715,1";""
"DYLP029A";"N1_mwf";"2017-04-02";"04:00:00";"2716";""
"DYLP029A";"N1_mwf";"2017-04-02";"05:00:00";"2717,5";""
"DYLP029A";"N1_mwf";"2017-04-02";"06:00:00";"2716,6";""
"DYLP029A";"N1_mwf";"2017-04-02";"07:00:00";"2718";""
"DYLP029A";"N1_mwf";"2017-04-02";"08:00:00";"2719,5";""
"DYLP029A";"N1_mwf";"2017-04-02";"09:00:00";"2715,7";""
"DYLP029A";"N1_mwf";"2017-04-02";"10:00:00";"2697,3";""
"DYLP029A";"N1_mwf";"2017-04-02";"11:00:00";"2672,1";""
"DYLP029A";"N1_mwf";"2017-04-02";"12:00:00";"2656,7";""
"DYLP029A";"N1_mwf";"2017-04-02";"13:00:00";"2643,8";""
"DYLP029A";"N1_mwf";"2017-04-02";"14:00:00";"2626,4";""
"DYLP029A";"N1_mwf";"2017-04-02";"15:00:00";"2624,5";""
"DYLP029A";"N1_mwf";"2017-04-02";"18:00:00";"2637,4";""
"DYLP029A";"N1_mwf";"2017-04-02";"21:00:00";"2677,1";""
"DYLP029A";"N1_mwf";"2017-04-03";"00:00:00";"2712,6";""
"DYLP029A";"N1_mwf";"2017-04-03";"01:00:00";"2719,4";""
"DYLP029A";"N1_mwf";"2017-04-03";"02:00:00";"2724,1";""
"DYLP029A";"N1_mwf";"2017-04-03";"03:00:00";"2726,3";""
"DYLP029A";"N1_mwf";"2017-04-03";"04:00:00";"2728,5";""
"DYLP029A";"N1_mwf";"2017-04-03";"05:00:00";"2731,9";""
"DYLP029A";"N1_mwf";"2017-04-03";"06:00:00";"2732,6";""
"DYLP029A";"N1_mwf";"2017-04-03";"07:00:00";"2730,9";""
"DYLP029A";"N1_mwf";"2017-04-03";"08:00:00";"2727,2";""
"DYLP029A";"N1_mwf";"2017-04-03";"09:00:00";"2721,8";""
"DYLP029A";"N1_mwf";"2017-04-03";"10:00:00";"2717,5";""
"DYLP029A";"N1_mwf";"2017-04-03";"11:00:00";"2713,5";""
"DYLP029A";"N1_mwf";"2017-04-03";"12:00:00";"2708,1";""
"DYLP029A";"N1_mwf";"2017-04-03";"13:00:00";"2700,7";""
"DYLP029A";"N1_mwf";"2017-04-03";"14:00:00";"2679,1";""
"DYLP029A";"N1_mwf";"2017-04-03";"15:00:00";"2664,7";""
"DYLP029A";"N1_mwf";"2017-04-03";"16:00:00";"2658,9";""
"DYLP029A";"N1_mwf";"2017-04-03";"17:00:00";"2651";""
"DYLP029A";"N1_mwf";"2017-04-03";"18:00:00";"2649,6";""
"DYLP029A";"N1_mwf";"2017-04-03";"19:00:00";"2649,5";""
"DYLP029A";"N1_mwf";"2017-04-03";"20:00:00";"2667,2";""
"DYLP029A";"N1_mwf";"2017-04-03";"21:00:00";"2687,7";""
"DYLP029A";"N1_mwf";"2017-04-04";"00:00:00";"2719,2";""
"DYLP029A";"N1_mwf";"2017-04-04";"01:00:00";"2723,6";""
"DYLP029A";"N1_mwf";"2017-04-04";"02:00:00";"2727,4";""
"DYLP029A";"N1_mwf";"2017-04-04";"03:00:00";"2730,1";""
"DYLP029A";"N1_mwf";"2017-04-04";"04:00:00";"2732,4";""
"DYLP029A";"N1_mwf";"2017-04-04";"05:00:00";"2733,1";""
"DYLP029A";"N1_mwf";"2017-04-04";"06:00:00";"2733,2";""
"DYLP029A";"N1_mwf";"2017-04-04";"07:00:00";"2734,5";""
"DYLP029A";"N1_mwf";"2017-04-04";"08:00:00";"2735,9";""
"DYLP029A";"N1_mwf";"2017-04-04";"09:00:00";"2707,2";""
"DYLP029A";"N1_mwf";"2017-04-04";"10:00:00";"2707,2";""
"DYLP029A";"N1_mwf";"2017-04-04";"11:00:00";"2679,1";""
"DYLP029A";"N1_mwf";"2017-04-04";"12:00:00";"2660,1";""
"DYLP029A";"N1_mwf";"2017-04-04";"13:00:00";"2650,5";""
"DYLP029A";"N1_mwf";"2017-04-04";"14:00:00";"2636,7";""
"DYLP029A";"N1_mwf";"2017-04-04";"15:00:00";"2635,5";""
"DYLP029A";"N1_mwf";"2017-04-04";"18:00:00";"2637,8";""
"DYLP029A";"N1_mwf";"2017-04-04";"21:00:00";"2679,6";""
"DYLP029A";"N1_mwf";"2017-04-05";"00:00:00";"2710,9";""
"DYLP029A";"N1_mwf";"2017-04-05";"01:00:00";"2716,3";""
"DYLP029A";"N1_mwf";"2017-04-05";"02:00:00";"2721,7";""
"DYLP029A";"N1_mwf";"2017-04-05";"03:00:00";"2725,1";""
"DYLP029A";"N1_mwf";"2017-04-05";"04:00:00";"2725,3";""
"DYLP029A";"N1_mwf";"2017-04-05";"05:00:00";"2728,2";""
"DYLP029A";"N1_mwf";"2017-04-05";"06:00:00";"2730,2";""
"DYLP029A";"N1_mwf";"2017-04-05";"07:00:00";"2729,9";""
"DYLP029A";"N1_mwf";"2017-04-05";"08:00:00";"2722,7";""
"DYLP029A";"N1_mwf";"2017-04-05";"09:00:00";"2713,5";""
"DYLP029A";"N1_mwf";"2017-04-05";"10:00:00";"2707,9";""
"DYLP029A";"N1_mwf";"2017-04-05";"11:00:00";"2701,2";""
"DYLP029A";"N1_mwf";"2017-04-05";"12:00:00";"2695,2";""
"DYLP029A";"N1_mwf";"2017-04-05";"13:00:00";"2686,5";""
"DYLP029A";"N1_mwf";"2017-04-05";"14:00:00";"2672,7";""
"DYLP029A";"N1_mwf";"2017-04-05";"15:00:00";"2665,5";""
"DYLP029A";"N1_mwf";"2017-04-05";"16:00:00";"2665,7";""
"DYLP029A";"N1_mwf";"2017-04-05";"17:00:00";"2667,4";""
"DYLP029A";"N1_mwf";"2017-04-05";"18:00:00";"2671,4";""
"DYLP029A";"N1_mwf";"2017-04-05";"19:00:00";"2678,7";""
"DYLP029A";"N1_mwf";"2017-04-05";"20:00:00";"2688,5";""
"DYLP029A";"N1_mwf";"2017-04-05";"21:00:00";"2694,8";""
"DYLP029A";"N1_mwf";"2017-04-05";"22:00:00";"2701,5";""
"DYLP029A";"N1_mwf";"2017-04-05";"23:00:00";"2709,6";""
"DYLP029A";"N1_mwf";"2017-04-06";"00:00:00";"2717,2";""
"DYLP029A";"N1_mwf";"2017-04-06";"01:00:00";"2723,2";""
"DYLP029A";"N1_mwf";"2017-04-06";"02:00:00";"2729,4";""
"DYLP029A";"N1_mwf";"2017-04-06";"03:00:00";"2733,4";""
"DYLP029A";"N1_mwf";"2017-04-06";"04:00:00";"2736,7";""
"DYLP029A";"N1_mwf";"2017-04-06";"05:00:00";"2738,5";""
"DYLP029A";"N1_mwf";"2017-04-06";"06:00:00";"2736,1";""
"DYLP029A";"N1_mwf";"2017-04-06";"07:00:00";"2732,9";""
"DYLP029A";"N1_mwf";"2017-04-06";"08:00:00";"2728,1";""
"DYLP029A";"N1_mwf";"2017-04-06";"09:00:00";"2722,1";""
"DYLP029A";"N1_mwf";"2017-04-06";"10:00:00";"2713,8";""
"DYLP029A";"N1_mwf";"2017-04-06";"11:00:00";"2706,3";""
"DYLP029A";"N1_mwf";"2017-04-06";"12:00:00";"2700,2";""
"DYLP029A";"N1_mwf";"2017-04-06";"13:00:00";"2697,3";""
"DYLP029A";"N1_mwf";"2017-04-06";"14:00:00";"2693,1";""
"DYLP029A";"N1_mwf";"2017-04-06";"15:00:00";"2689,7";""
"DYLP029A";"N1_mwf";"2017-04-06";"16:00:00";"2686,9";""
"DYLP029A";"N1_mwf";"2017-04-06";"17:00:00";"2686,1";""
"DYLP029A";"N1_mwf";"2017-04-06";"18:00:00";"2684,2";""
"DYLP029A";"N1_mwf";"2017-04-06";"19:00:00";"2687,3";""
"DYLP029A";"N1_mwf";"2017-04-06";"20:00:00";"2689,9";""
"DYLP029A";"N1_mwf";"2017-04-06";"21:00:00";"2697,1";""
"DYLP029A";"N1_mwf";"2017-04-06";"22:00:00";"2709,4";""
"DYLP029A";"N1_mwf";"2017-04-06";"23:00:00";"2718,7";""
"DYLP029A";"N1_mwf";"2017-04-07";"00:00:00";"2725,3";""
"DYLP029A";"N1_mwf";"2017-04-07";"01:00:00";"2729,1";""
"DYLP029A";"N1_mwf";"2017-04-07";"02:00:00";"2734,4";""
"DYLP029A";"N1_mwf";"2017-04-07";"03:00:00";"2736";""
"DYLP029A";"N1_mwf";"2017-04-07";"04:00:00";"2738";""
"DYLP029A";"N1_mwf";"2017-04-07";"05:00:00";"2735,1";""
"DYLP029A";"N1_mwf";"2017-04-07";"06:00:00";"2732,2";""
"DYLP029A";"N1_mwf";"2017-04-07";"07:00:00";"2732,1";""
"DYLP029A";"N1_mwf";"2017-04-07";"08:00:00";"2731,8";""
"DYLP029A";"N1_mwf";"2017-04-07";"09:00:00";"2726,3";""
"DYLP029A";"N1_mwf";"2017-04-07";"10:00:00";"2716,6";""
"DYLP029A";"N1_mwf";"2017-04-07";"11:00:00";"2699,9";""
"DYLP029A";"N1_mwf";"2017-04-07";"12:00:00";"2679,1";""
"DYLP029A";"N1_mwf";"2017-04-07";"13:00:00";"2663,6";""
"DYLP029A";"N1_mwf";"2017-04-07";"14:00:00";"2658,9";""
"DYLP029A";"N1_mwf";"2017-04-07";"15:00:00";"2657";""
"DYLP029A";"N1_mwf";"2017-04-07";"18:00:00";"2658";""
"DYLP029A";"N1_mwf";"2017-04-07";"21:00:00";"2691,1";""
"DYLP029A";"N1_mwf";"2017-04-08";"00:00:00";"2713,9";""
"DYLP029A";"N1_mwf";"2017-04-08";"01:00:00";"2719,1";""
"DYLP029A";"N1_mwf";"2017-04-08";"02:00:00";"2719,5";""
"DYLP029A";"N1_mwf";"2017-04-08";"03:00:00";"2720,5";""
"DYLP029A";"N1_mwf";"2017-04-08";"04:00:00";"2719,6";""
"DYLP029A";"N1_mwf";"2017-04-08";"05:00:00";"2717,5";""
"DYLP029A";"N1_mwf";"2017-04-08";"06:00:00";"2715";""
"DYLP029A";"N1_mwf";"2017-04-08";"07:00:00";"2714,4";""
"DYLP029A";"N1_mwf";"2017-04-08";"08:00:00";"2713,1";""
"DYLP029A";"N1_mwf";"2017-04-08";"09:00:00";"2709,1";""
"DYLP029A";"N1_mwf";"2017-04-08";"10:00:00";"2701,5";""
"DYLP029A";"N1_mwf";"2017-04-08";"11:00:00";"2692,5";""
"DYLP029A";"N1_mwf";"2017-04-08";"12:00:00";"2681,8";""
"DYLP029A";"N1_mwf";"2017-04-08";"13:00:00";"2668,5";""
"DYLP029A";"N1_mwf";"2017-04-08";"14:00:00";"2653,1";""
"DYLP029A";"N1_mwf";"2017-04-08";"15:00:00";"2647,5";""
"DYLP029A";"N1_mwf";"2017-04-08";"18:00:00";"2644,8";""
"DYLP029A";"N1_mwf";"2017-04-08";"21:00:00";"2680,1";""
